,0.01,0.1,1.0,10.0,100.0
0,1.03593360471627,1.3821828954448687,7.639421801253103,11.999285070532574,0.0
1,1.0448348523453106,1.4843031583524198,11.190361686800495,16.999545992450837,17.0
2,1.0497985028557224,1.583121559730528,7.568760596680139,9.999727576971054,0.0
3,1.044867880941439,1.5119074378277189,9.085361091716507,15.999636739750196,16.0
4,1.044867880941439,1.5119074378277189,9.085361091716507,15.999636739750196,16.0
5,1.0386109816510185,1.420074993918504,12.46868590914804,0.0,0.0
6,1.0496206695220849,1.5443533388016313,9.877703993536592,-4.800581097602844,0.0
7,1.0579994358177878,1.6990807475484289,10.328919904940813,-5.183528977334137e+21,1.4035922178528e+217
8,1.050991529776141,1.5875232232482674,10.919577183420541,16.999455273151398,0.0
9,1.0501348193467024,1.7192504686990446,14.32292893205192,20.99936443567276,0.0
10,1.0367834103245102,1.447770209370569,6.483897188663781,7.874981835633662,-1.4784644279988669e+44
11,1.0367834103245102,1.447770209370569,6.483897188663781,7.874981835633662,-1.4784644279988669e+44
12,1.0438322124629593,1.5477641747534718,7.238671832026405,9.999818444252014,0.0
13,1.049104510281559,1.4620304005101383,4.127143452230721,13.998660776524805,3.7200759760208555e-44
14,1.0571773794445534,1.6742895870733712,4.981828641223469,13.998660776524805,3.7200759760208555e-44
15,1.0571773794445534,1.6742895870733712,4.981828641223469,13.998660776524805,3.7200759760208555e-44
16,1.0464972420834897,1.3945620961897829,9.738002296997688,12.999182808471446,3.0
17,1.0749432662266258,1.42178529282296,12.972432477275222,11.999455382770975,4.7834685538334344e+244
18,1.0367075396494556,1.4647080473874627,9.5918387598327,16.998728953596583,5.376234283632243e+43
19,1.0470011611003507,1.5736826225699545,9.405920159298882,20.998910307884216,0.0
20,1.0479387391675488,1.5984905700973808,7.171725579117143,9.999727621032399,10.0
21,1.0405744466718403,1.4667045284232954,8.784270537214413,20.99881952703803,1.4035922178528003e+217
22,1.0636936483544304,1.6966657735853996,12.861607743053355,-9.903520314283042e+27,3.773020300929819e+260
23,1.0069215199584107,1.8788467656995804,15.724320510844812,0.0,0.0
24,1.156208649857092,1.5286811307960217,7.034305020399895,0.0,0.0
25,1.0432786232422835,1.4839150329093265,26.38129805648785,10.999636788204953,0.0
26,0.8950917450656277,2.100297220487877,98.1857608119279,6.000817070995271,5.9999999999999964
27,1.0411465908248285,1.353351403946586,7.445716463267548,13.921676935036436,4.357142857142858
28,1.0349742273521656,1.3483867535353795,5.432208087553125,12.99954614988304,4.357142857142858
29,1.0330366253393066,1.3000080153359637,4.663761782355183,6.922720195118186,6.923076923076923
30,1.0363973078039024,1.4120759242179304,8.151223938097498,15.999091923236847,7.06336870996809e+129
31,1.0591280802337195,1.4275204899320713,7.501472807190499,17.998456287423323,0.0
32,1.036374524525904,1.3923634944821757,8.764490581791184,18.664860904216766,0.0
33,1.0500669578441233,1.5512739415543768,13.419366496669292,20.99981838464737,0.0
34,1.064886221618563,1.9777103938832283,15.015690847112694,4.999999811801337,5.000000000000002
35,0.9967762018601718,1.6494951438364924,9.86712556482032,15.999092090764996,
36,1.0359271128872791,1.4639231334518197,8.977427191540961,16.99936431646347,4.335584260875403e+86
37,1.036604490122894,1.3268133889920133,12.233134597451278,13.997639641907881,1.1042794154864902e+71
38,1.0491534592293874,1.3767621949597793,32.16953570400321,6.733623459935188,-1.1150372599265312e+43
39,1.2898309168132585,1.8282156002391803,5.629520905148414,4.001452792494092,2.7606985387162255e+71
40,1.0547136553367835,1.505167595106812,-11.742463262527721,9.999636811898078,4.951760157141521e+27
41,1.0598009178131278,1.6444213661597855,4.961329887757195,11.66663683394985,11.666666666666668
42,1.0598939673505612,1.825849692488287,15.372872300461665,0.0,0.0
43,1.0534601639520247,1.6429414487669405,11.45922414289089,0.0,
44,1.0385200045857808,1.4355848544128111,-3.2198927742355714,-485165155.9257304,9.712131976206129e+129
45,1.0535557614545752,1.4223900360378359,8.145680866468885,5.3365612626075745,0.0
46,1.007725728499132,4.600292127358323,3.861409594935526,13.582654202506092,1.2313126936373275e+114
47,1.0048663334781267,1.6281421674921752,24.32300036389246,22044.215434381276,-2.89038950725027e+87
48,1.0348398401949197,1.416143719782518,6.844465111409072,6105031680.0,7.832204534646049e+173
49,1.0355458955760497,1.3037674764791234,7.24810554717169,0.0,7.832204534646049e+173
50,1.0380138750114938,1.3621224217887278,6.332534242033331,14.999182844028837,-7.225973768125673e+86
51,1.0380543461819762,1.4459033134842398,5.673705662091761,-3.663964092731476,2.6881171418161212e+43
52,1.0763289700750533,1.4903386316176501,3.5692236305516305,5.99629532745692,3.8848514098045304e+130
53,1.0402346312262907,1.4551560643701706,11.060525388990138,21.6648810505867,0.0
54,1.0574603547021972,1.7831955221932168,14.983138203931015,19.999364376068115,0.0
55,1.0499514867424153,1.5252598376132411,11.500338672817833,17.665839380440957,-2.8074243578020567e+201
56,1.0277362746683139,1.3476534135807021,36.24496899703085,8.040435911603709,3.163380129392853e+131
57,1.0391973277977113,1.4262994019186739,7.21354632728115,8.333252626315579,8.333333333333332
58,1.0515154220095013,1.5380055989094146,3.4028012286875535,13.000362865579518,0.0
59,1.036766236917316,1.2664189581699326,4.696496449445147,9.999818533658981,6.100859838095908e+189
60,1.0472971976883656,1.5471500362722974,15.820961323153986,22.999909183642075,23.0
61,1.0469912555900578,0.6639034441893799,10.74171382515827,20.99972766637802,0.0
62,1.058778194388367,4.918278405016849,18.2295435226737,22.999636808801462,23.0
63,1.0385747841768147,1.4246846198016212,9.872002692296453,18.999001190066338,0.0
64,1.0273839269565777,1.1698312337344143,5.993928437884945,15.334351520937863,-1.4922047718669125e+27
65,1.041196890788342,1.7253872435215278,11.213267272109238,13.996062524536683,1.2313126936373275e+114
66,0.9962432981748464,1.51146140305036,10.38418607179591,19.00254798365131,9.668675988854208e+130
67,1.0359673425302844,1.3915476772340263,9.09661880310204,14.999727070331573,-2.4086579227085567e+86
68,1.0425379122445904,1.422610537886861,12.825184854080257,11.13790725236504,6.901746346790564e+71
69,1.037702508927822,1.6818643889650229,9.345452688721988,14.999182831147495,15.0
70,1.0583835759032034,16.232927545215034,14.838931988808156,-1.466157853603363,0.0
71,1.0344507768904236,1.3374280206620668,3.439039225737582,12.18113625049591,0.0
72,1.1321447182576776,1.503971086736371,-5.806695137969772,-18.968349938962586,-19.000000000000007
73,1.0298739807342017,1.320280284743081,7.495760025748954,9.428461593834072,1.3440585709080601e+43
74,1.0298739807342017,1.320280284743081,7.495760025748954,9.428461593834072,1.3440585709080601e+43
75,1.045904157590968,1.3186904694170307,7.603204472776575,15.665859588106647,0.0
76,1.0443902287224773,1.4870995584466988,11.787954346450567,20.99945506480728,21.0
77,1.038657755466538,1.864739911772567,10.449608274889355,20.999182760715485,0.0
78,1.0365742768027104,1.335827387352638,6.50431634178387,256.0,0.0
79,1.0391403495561313,1.528166049479882,6.113909280381476,11.997002976506842,-9.946464728195733e+86
80,1.0416732788693555,0.9175229174305635,12.781184090019035,12.999909112426394,2.6881171418161212e+43
81,1.0419841403883936,1.4932553217603513,11.18436975387063,20.999091923236847,0.0
82,1.036427510372473,1.3857617225805487,5.23025484119534,13.089103698730469,5.521397077432451e+70
83,1.0471527160994967,1.5317459707249577,9.795340019832805,18.998274996376676,19.0
84,1.0325868246144978,1.3410824171982476,8.007068510202057,17.998910475867778,19.0
85,1.0349774853559666,1.4587128351875744,7.74505031004845,11.40009109993116,1.3547406456838852e+71
86,1.0540402314239756,1.60345474786984,16.167972467079437,20.999909162521362,0.0
87,1.039247772265071,1.4445471078028351,8.074389232862515,35.90648807063418,
88,1.039615714759286,1.4133278552127932,4.72092548822414,6.4296875,0.0
89,1.0446315281815117,1.0554965300683374,6.677232183371489,9.200007244100561,-1.3440585709080606e+43
90,1.0200588278311216,-0.08054213434251523,5.202828028844325,6.999727571908214,7.0
91,1.038362701970705,1.3946548426956893,10.16550293680136,15.999546006067249,-1.1042794154864902e+71
92,1.0397262750778111,1.425886304432666,7.5504276505697305,-18.46733832359314,-5.521397077432451e+70
93,1.0455097544841863,1.4127991646008127,7.584327785494969,11.000362651553623,1.3440585709080609e+43
94,1.0611930762035229,1.7257327122655752,11.124225625049602,18.998365581035614,0.0
95,1.0454615777666163,1.4102028564413942,4.804844203842436,6.999183103109798,7.0
96,1.0443380084881468,1.45280242663953,4.1005773970366715,1.9998186278098729,2.6881171418161227e+43
97,1.0444786896900382,1.5403762157357956,13.417901762141383,7187988480.0,0.0
98,1.0267423099068722,1.2444332249370689,5.527447472869921,10.999727325834101,-8.064351425448364e+43
99,1.0243812224839388,1.503532110351319,6.6006471952962364,9.444132942386204,-6.901746346790564e+69
100,1.0560379383645753,1.61785578052408,15.826936569501948,15.341439008712769,-7.225973768125673e+86
101,1.033889353323648,1.3677068900894929,7.537135036006724,15.999001170524227,-1.3440585709080606e+43
102,1.0292205537603536,1.2779837199039341,8.116729006583968,11.498371435593072,-1.2379400392853803e+27
103,-9.85577380201903,1.5514349345279417,9.883187335380143,18.99936431646347,0.0
104,1.0369816906943896,1.4172108564145702,2.5250847634086355,4.733043598695325,4.733333333333334
105,1.0226352842284925,0.55680482764269,13.420467131343493,4.99947507331558,3.75
106,1.040082577957211,1.4522631874552756,6.5544740722664905,13.997719142282222,0.0
107,1.0373819634628205,1.6682775956295934,7.366315105096928,11.221113592386246,0.0
108,1.039048629445233,1.4603126316685504,-13.210252300107783,13.99881941019703,1.109067877648326e+130
109,1.0509724599667933,1.5566144642816226,8.19541054084592,4052422788.882024,1.4035922178528003e+217
110,1.0311824671894882,2.558399479973559,7.4871406968090986,16.99838376045227,0.0
111,1.025361116473107,1.1950661187889473,6.703607116053423,11.544402658939362,0.0
112,1.0486823038106934,1.56716358396673,10.830164342051651,18.999273657798767,0.0
113,1.0277229223046263,0.7074383732492704,8.078765072574194,13.999455392360687,0.0
114,1.0360810906213516,1.4114648273547576,4.777352138967551,11.9982750415802,0.0
115,1.0641719733309003,1.6152945653539774,13.368565762768327,-32.0,0.0
116,1.0376087903414941,1.1032812695184795,6.15624291564218,10.466206166049233,5.245327223560828e+71
117,1.0354768895932551,1.2035194645476948,9.488959890911236,14.999568583962173,2.6881171418161217e+43
118,1.047168837008627,1.5094592351599054,19.24221973238633,14.666010916233063,0.0
119,1.029210935948031,1.4861549339880207,8.24846494807759,12.999409861116874,-2.7606985387162255e+70
